Сервис,Уровень,Аккаунтов,Стоимость без НДС,Стоимость 1 аккаунта,Минут,Период,Примечание,Итого стоимость с НДС с учетом количества аккаунтов,цена,Unnamed: 10,Unnamed: 11,Аккаунтов.1,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Пользователей,Unnamed: 26,Уровень.1,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,цена1,Unnamed: 47,Unnamed: 48,Аккаунтов.2,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59
Комплекс коммерческий Предприятие,Оптимальный,3.0,90.81,108.97,400,2025-10-01,,326.92,,,Эксперт,877.01,777.02,688.44,609.91,540.26,478.43,422.94,378.4,344.26,321.55,,,,,,,,,,,,,,,,,,,,,,,,,,,Эксперт,730.84,647.52,573.7,508.26,450.22,398.69,352.45,315.33,286.88,267.96,
Комплекс коммерческий Предприятие,Оптимальный,4.0,78.73,94.48,400,2025-10-01,,377.9,,Главный Бухгалтер ПРОФ,Оптимальный,144.04,119.89,93.48,81.0,69.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Главный Бухгалтер ПРОФ,Оптимальный,120.03,99.91,77.9,67.5,58.26,,,,,,
Комплекс коммерческий Предприятие,Оптимальный,5.0,67.99,81.59,400,2025-10-01,,407.94,,,Эксперт,243.0,202.61,158.42,137.58,119.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Эксперт,202.5,168.84,132.02,114.65,99.2,,,,,,
Комплекс коммерческий Предприятие,Оптимальный,6.0,67.68,81.22,400,2025-10-01,,487.3,,,Базовый,37.54,34.5,34.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Базовый,31.28,28.75,28.56,,,,,,,,
Комплекс коммерческий Предприятие,Оптимальный,7.0,65.99,79.19,400,2025-10-01,,554.32,,Предприятие,Минимальный,43.39,39.85,39.62,39.44,39.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Предприятие,Минимальный,36.16,33.21,33.02,32.87,32.65,,,,,,
Комплекс коммерческий Предприятие,Оптимальный,8.0,64.35,77.22,400,2025-10-01,,617.76,,,Оптимальный,165.43,137.59,107.3,92.94,80.18,79.74,77.75,75.82,73.91,72.08,,,,,,,,,,,,,,,,,,,,,,,,,,,Оптимальный,137.86,114.66,89.42,77.45,66.82,66.45,64.79,63.18,61.59,60.07,
Комплекс коммерческий Предприятие,Оптимальный,9.0,62.73,75.28,400,2025-10-01,,677.48,,,Эксперт,300.05,250.25,195.64,169.86,146.94,146.1,142.46,138.88,135.41,132.02,,,,,,,,,,,,,,,,,,,,,,,,,,,Эксперт,250.04,208.54,163.03,141.55,122.45,121.75,118.72,115.73,112.84,110.02,
Комплекс коммерческий Предприятие,Оптимальный,10.0,61.18,73.42,400,2025-10-01,,734.16,,Предприятие ПРОФ,Минимальный,56.41,51.79,47.57,43.6,40.02,36.76,33.07,29.74,26.81,24.42,,,,,,,,,,,,,,,,,,,,,,,,,,Предприятие ПРОФ,Минимальный,47.01,43.16,39.64,36.33,33.35,30.63,27.56,24.78,22.34,20.35,
Комплекс коммерческий Предприятие,Минимальный,1.0,36.5,43.8,60,2025-10-01,,43.8,,,Оптимальный,327.32,272.27,212.36,184.06,158.82,140.3,123.64,110.38,100.21,93.36,,,,,,,,,,,,,,,,,,,,,,,,,,,Оптимальный,272.77,226.89,176.97,153.38,132.35,116.92,103.03,91.98,83.51,77.8,
Комплекс коммерческий Предприятие,Минимальный,2.0,33.56,40.27,60,2025-10-01,,80.54,,,Эксперт,693.05,578.03,451.8,392.47,339.42,300.67,265.67,237.66,216.4,202.18,,,,,,,,,,,,,,,,,,,,,,,,,,,Эксперт,577.54,481.69,376.5,327.06,282.85,250.56,221.39,198.05,180.33,168.48,
Комплекс коммерческий Предприятие,Минимальный,3.0,33.4,40.08,60,2025-10-01,,120.24,,Предприятие (1 пользователь),Минимальный,100.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Предприятие (1 пользователь),Минимальный,83.97,,,,,,,,,,
Комплекс коммерческий Предприятие,Минимальный,4.0,33.28,39.94,60,2025-10-01,,159.74,,,Оптимальный,240.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Оптимальный,200.41,,,,,,,,,,
Комплекс коммерческий Предприятие,Минимальный,5.0,33.09,39.71,60,2025-10-01,,198.54,,,Эксперт,611.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Эксперт,509.28,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Эксперт,1.0,591.11,709.33,800,2025-10-01,,709.33,,Предприятие ПРОФ (1 пользователь),Минимальный,180.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Предприятие ПРОФ (1 пользователь),Минимальный,150.12,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Эксперт,2.0,493.49,592.19,800,2025-10-01,,1184.38,,,Оптимальный,430.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Оптимальный,358.62,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Эксперт,3.0,386.1,463.32,800,2025-10-01,,1389.96,,,Эксперт,1120.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Эксперт,933.92,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Эксперт,4.0,335.73,402.88,800,2025-10-01,,1611.5,,Главный Бухгалтер ПРОФ (1 пользователь),Эксперт,480.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Главный Бухгалтер ПРОФ (1 пользователь),Эксперт,400.2,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Эксперт,5.0,290.63,348.76,800,2025-10-01,,1743.78,,VIP Предприятие (1 пользователь),Минимальный,382.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VIP Предприятие (1 пользователь),Минимальный,318.81,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Эксперт,6.0,257.7,309.24,800,2025-10-01,,1855.44,,,Оптимальный,882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Оптимальный,735.0,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Эксперт,7.0,227.7,273.24,800,2025-10-01,,1912.68,,,Эксперт,2274.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Эксперт,1895.57,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Эксперт,8.0,203.69,244.43,800,2025-10-01,,1955.42,,Доппакет НМВ,(пусто),,,,,,,,,,,16.08,,,,,,,,,,,,,,,,,,,,,,,,,Доппакет НМВ,(пусто),,,,,,,,,,,13.4
Комплекс коммерческий Предприятие ПРОФ,Эксперт,9.0,185.47,222.56,800,2025-10-01,,2003.08,,Доппакет НОВ,(пусто),,,,,,,,,,,15.61,,,,,,,,,,,,,,,,,,,,,,,,,Доппакет НОВ,(пусто),,,,,,,,,,,13.01
Комплекс коммерческий Предприятие ПРОФ,Эксперт,10.0,173.28,207.94,800,2025-10-01,,2079.36,,Доппакет МВ Комплекс,(пусто),,,,,,,,,,,16.08,,,,,,,,,,,,,,,,,,,,,,,,,Доппакет МВ Комплекс,(пусто),,,,,,,,,,,13.4
Комплекс коммерческий Предприятие ПРОФ,Оптимальный,1.0,278.09,333.71,400,2025-10-01,,333.71,,Доппакет ОВ Комплекс,(пусто),,,,,,,,,,,15.61,,,,,,,,,,,,,,,,,,,,,,,,,Доппакет ОВ Комплекс,(пусто),,,,,,,,,,,13.01
Комплекс коммерческий Предприятие ПРОФ,Оптимальный,2.0,231.54,277.85,400,2025-10-01,,555.7,,Комплекс коммерческий Главный Бухгалтер ПРОФ,Оптимальный,144.04,119.89,93.48,81.0,69.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Комплекс коммерческий Главный Бухгалтер ПРОФ,Оптимальный,120.03,99.91,77.9,67.5,58.26,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Оптимальный,3.0,180.77,216.92,400,2025-10-01,,650.77,,,Эксперт,243.0,202.61,158.42,137.58,119.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Эксперт,202.5,168.84,132.02,114.65,99.2,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Оптимальный,4.0,156.83,188.2,400,2025-10-01,,752.78,,,Базовый,37.54,34.5,34.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Базовый,31.28,28.75,28.56,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Оптимальный,5.0,135.46,162.55,400,2025-10-01,,812.76,,Комплекс коммерческий Предприятие,Минимальный,43.39,39.85,39.62,39.44,39.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Комплекс коммерческий Предприятие,Минимальный,36.16,33.21,33.02,32.87,32.65,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Оптимальный,6.0,119.78,143.74,400,2025-10-01,,862.42,,,Оптимальный,165.43,137.59,107.3,92.94,80.18,79.74,77.75,75.82,73.91,72.08,,,,,,,,,,,,,,,,,,,,,,,,,,,Оптимальный,137.86,114.66,89.42,77.45,66.82,66.45,64.79,63.18,61.59,60.07,
Комплекс коммерческий Предприятие ПРОФ,Оптимальный,7.0,105.55,126.66,400,2025-10-01,,886.62,,,Эксперт,300.05,250.25,195.64,169.86,146.94,146.1,142.46,138.88,135.41,132.02,,,,,,,,,,,,,,,,,,,,,,,,,,,Эксперт,250.04,208.54,163.03,141.55,122.45,121.75,118.72,115.73,112.84,110.02,
Комплекс коммерческий Предприятие ПРОФ,Оптимальный,8.0,94.23,113.08,400,2025-10-01,,904.61,,Комплекс коммерческий Предприятие ПРОФ,Минимальный,56.41,51.79,47.57,43.6,40.02,36.76,33.07,29.74,26.81,24.42,,,,,,,,,,,,,,,,,,,,,,,,,,Комплекс коммерческий Предприятие ПРОФ,Минимальный,47.01,43.16,39.64,36.33,33.35,30.63,27.56,24.78,22.34,20.35,
Комплекс коммерческий Предприятие ПРОФ,Оптимальный,9.0,85.56,102.67,400,2025-10-01,,924.05,,,Оптимальный,327.32,272.27,212.36,184.06,158.82,140.3,123.64,110.38,100.21,93.36,,,,,,,,,,,,,,,,,,,,,,,,,,,Оптимальный,272.77,226.89,176.97,153.38,132.35,116.92,103.03,91.98,83.51,77.8,
Комплекс коммерческий Предприятие ПРОФ,Оптимальный,10.0,79.71,95.65,400,2025-10-01,,956.52,,,Эксперт,693.05,578.03,451.8,392.47,339.42,300.67,265.67,237.66,216.4,202.18,,,,,,,,,,,,,,,,,,,,,,,,,,,Эксперт,577.54,481.69,376.5,327.06,282.85,250.56,221.39,198.05,180.33,168.48,
Комплекс коммерческий Предприятие ПРОФ,Минимальный,1.0,47.74,57.29,60,2025-10-01,,57.29,,Комплекс коммерческий VIP Предприятие,Минимальный,65.68,60.28,55.28,50.8,46.6,42.78,38.52,34.66,31.19,28.38,,,,,,,,,,,,,,,,,,,,,,,,,,Комплекс коммерческий VIP Предприятие,Минимальный,54.73,50.23,46.07,42.33,38.83,35.65,32.1,28.88,25.99,23.65,
Комплекс коммерческий Предприятие ПРОФ,Минимальный,2.0,43.87,52.64,60,2025-10-01,,105.29,,,Оптимальный,539.8,477.18,421.75,372.73,329.34,290.99,256.56,228.97,207.88,193.68,,,,,,,,,,,,,,,,,,,,,,,,,,,Оптимальный,449.83,397.65,351.46,310.61,274.45,242.49,213.8,190.81,173.23,161.4,
Комплекс коммерческий Предприятие ПРОФ,Минимальный,3.0,40.33,48.4,60,2025-10-01,,145.19,,,Эксперт,877.01,777.02,688.44,609.91,540.26,478.43,422.94,378.4,344.26,321.55,,,,,,,,,,,,,,,,,,,,,,,,,,,Эксперт,730.84,647.52,573.7,508.26,450.22,398.69,352.45,315.33,286.88,267.96,
Комплекс коммерческий Предприятие ПРОФ,Минимальный,4.0,37.0,44.4,60,2025-10-01,,177.6,,Комплекс коммерческий Главный Бухгалтер ПРОФ (1 пользователь),Эксперт,480.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Комплекс коммерческий Главный Бухгалтер ПРОФ (1 пользователь),Эксперт,400.2,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Минимальный,5.0,34.0,40.8,60,2025-10-01,,204.0,,Комплекс коммерческий Предприятие (1 пользователь),Минимальный,100.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Комплекс коммерческий Предприятие (1 пользователь),Минимальный,83.97,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Минимальный,6.0,31.26,37.51,60,2025-10-01,,225.07,,,Оптимальный,240.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Оптимальный,200.41,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Минимальный,7.0,28.12,33.74,60,2025-10-01,,236.21,,,Эксперт,611.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Эксперт,509.28,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Минимальный,8.0,25.29,30.35,60,2025-10-01,,242.78,,Комплекс коммерческий Предприятие ПРОФ (1 пользователь),Минимальный,180.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Комплекс коммерческий Предприятие ПРОФ (1 пользователь),Минимальный,150.12,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Минимальный,9.0,22.8,27.36,60,2025-10-01,,246.24,,,Оптимальный,430.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Оптимальный,358.62,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Минимальный,10.0,20.77,24.92,60,2025-10-01,,249.24,,,Эксперт,1120.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Эксперт,933.92,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Эксперт,1.0,748.75,898.5,800,2025-10-01,,898.5,,Комплекс коммерческий VIP Предприятие (1 пользователь),Минимальный,382.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Комплекс коммерческий VIP Предприятие (1 пользователь),Минимальный,318.81,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Эксперт,2.0,664.03,796.84,800,2025-10-01,,1593.67,,,Оптимальный,882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Оптимальный,735.0,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Эксперт,3.0,588.9,706.68,800,2025-10-01,,2120.04,,,Эксперт,2274.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Эксперт,1895.57,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Эксперт,4.0,522.24,626.69,800,2025-10-01,,2506.75,,"Пакет Программ Главный Бухгалтер, Podpis, ilex.Накладные (1 пользователь, ЛД)",Оптимальный,93.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Пакет Программ Главный Бухгалтер, Podpis, ilex.Накладные (1 пользователь, ЛД)",Оптимальный,78.27,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Эксперт,5.0,463.05,555.66,800,2025-10-01,,2778.3,,,Эксперт,236.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Эксперт,197.11,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Эксперт,6.0,410.45,492.54,800,2025-10-01,,2955.24,,,Базовый,41.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Базовый,34.31,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Эксперт,7.0,362.85,435.42,800,2025-10-01,,3047.94,,,Оптимальный Плюс,109.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Оптимальный Плюс,91.01,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Эксперт,8.0,324.63,389.56,800,2025-10-01,,3116.45,,"Пакет Программ Главный Бухгалтер ПРОФ, Podpis, ilex.Накладные (1 пользователь, ЛД)",Оптимальный,204.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Пакет Программ Главный Бухгалтер ПРОФ, Podpis, ilex.Накладные (1 пользователь, ЛД)",Оптимальный,170.43,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Эксперт,9.0,295.34,354.41,800,2025-10-01,,3189.67,,,Эксперт,480.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Эксперт,400.2,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Эксперт,10.0,275.86,331.03,800,2025-10-01,,3310.32,,,Базовый,85.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Базовый,70.9,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Оптимальный,1.0,459.05,550.86,400,2025-10-01,,550.86,,,Оптимальный Плюс,237.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Оптимальный Плюс,197.86,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Оптимальный,2.0,406.2,487.44,400,2025-10-01,,974.88,,"Пакет Программ Главный Бухгалтер, Podpis (1 пользователь, ЛД)",Оптимальный,93.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Пакет Программ Главный Бухгалтер, Podpis (1 пользователь, ЛД)",Оптимальный,78.27,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Оптимальный,3.0,359.37,431.24,400,2025-10-01,,1293.73,,,Эксперт,236.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Эксперт,197.11,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Оптимальный,4.0,317.91,381.49,400,2025-10-01,,1525.97,,,Базовый,41.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Базовый,34.31,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Оптимальный,5.0,281.17,337.4,400,2025-10-01,,1687.02,,,Оптимальный Плюс,109.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Оптимальный Плюс,91.01,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Оптимальный,6.0,248.67,298.4,400,2025-10-01,,1790.42,,"Пакет Программ Главный Бухгалтер ПРОФ, Podpis (1 пользователь, ЛД)",Оптимальный,204.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Пакет Программ Главный Бухгалтер ПРОФ, Podpis (1 пользователь, ЛД)",Оптимальный,170.43,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Оптимальный,7.0,219.25,263.1,400,2025-10-01,,1841.7,,,Эксперт,480.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Эксперт,400.2,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Оптимальный,8.0,195.68,234.82,400,2025-10-01,,1878.53,,,Базовый,85.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Базовый,70.9,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Оптимальный,9.0,177.65,213.18,400,2025-10-01,,1918.62,,,Оптимальный Плюс,237.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Оптимальный Плюс,197.86,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Оптимальный,10.0,165.52,198.62,400,2025-10-01,,1986.24,,Доппакет ЛД Podpis,(пусто),,,,,,,,,,,15.61,,,,,,,,,,,,,,,,,,,,,,,,,Доппакет ЛД Podpis,(пусто),,,,,,,,,,,13.01
Комплекс коммерческий VIP Предприятие,Минимальный,1.0,55.63,66.76,60,2025-10-01,,66.76,,Доппакет ЛД Накладные,(пусто),,,,,,,,,,,15.61,,,,,,,,,,,,,,,,,,,,,,,,,Доппакет ЛД Накладные,(пусто),,,,,,,,,,,13.01
Комплекс коммерческий VIP Предприятие,Минимальный,2.0,51.11,61.33,60,2025-10-01,,122.66,2025-10-01 00:00:00,VIP Предприятие,Минимальный,66.76,61.33,56.3,51.79,47.56,43.7,39.35,35.4,31.86,28.99,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-01 00:00:00,VIP Предприятие,Минимальный,55.63,51.11,46.92,43.16,39.63,36.42,32.79,29.5,26.55,24.16,
Комплекс коммерческий VIP Предприятие,Минимальный,3.0,46.92,56.3,60,2025-10-01,,168.91,,,Оптимальный,550.86,487.44,431.24,381.49,337.4,298.4,263.1,234.82,213.18,198.62,,,,,,,,,,,,,,,,,,,,,,,,,,,Оптимальный,459.05,406.2,359.37,317.91,281.17,248.67,219.25,195.68,177.65,165.52,
Комплекс коммерческий VIP Предприятие,Минимальный,4.0,43.16,51.79,60,2025-10-01,,207.17,,,Эксперт,898.5,796.84,706.68,626.69,555.66,492.54,435.42,389.56,354.41,331.03,,,,,,,,,,,,,,,,,,,,,,,,,,,Эксперт,748.75,664.03,588.9,522.24,463.05,410.45,362.85,324.63,295.34,275.86,
Комплекс коммерческий VIP Предприятие,Минимальный,5.0,39.63,47.56,60,2025-10-01,,237.78,,Главный Бухгалтер ПРОФ,Оптимальный,145.69,121.39,94.74,82.18,70.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Главный Бухгалтер ПРОФ,Оптимальный,121.41,101.16,78.95,68.48,59.16,,,,,,
Комплекс коммерческий VIP Предприятие,Минимальный,6.0,36.42,43.7,60,2025-10-01,,262.22,,,Эксперт,246.77,205.96,161.2,140.12,121.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Эксперт,205.64,171.63,134.33,116.77,101.13,,,,,,
Комплекс коммерческий VIP Предприятие,Минимальный,7.0,32.79,39.35,60,2025-10-01,,275.44,,,Базовый,37.86,34.82,34.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Базовый,31.55,29.02,28.86,,,,,,,,
Комплекс коммерческий VIP Предприятие,Минимальный,8.0,29.5,35.4,60,2025-10-01,,283.2,,Предприятие,Минимальный,43.8,40.27,40.08,39.94,39.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Предприятие,Минимальный,36.5,33.56,33.4,33.28,33.09,,,,,,
Комплекс коммерческий VIP Предприятие,Минимальный,9.0,26.55,31.86,60,2025-10-01,,286.74,,,Оптимальный,167.66,139.58,108.97,94.48,81.59,81.22,79.19,77.22,75.28,73.42,,,,,,,,,,,,,,,,,,,,,,,,,,,Оптимальный,139.72,116.32,90.81,78.73,67.99,67.68,65.99,64.35,62.73,61.18,
Комплекс коммерческий VIP Предприятие,Минимальный,10.0,24.16,28.99,60,2025-10-01,,289.92,,,Эксперт,305.3,254.88,199.45,173.34,150.1,149.39,145.67,142.0,138.46,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Эксперт,254.42,212.4,166.21,144.45,125.08,124.49,121.39,118.33,115.38,112.5,
Доппакет МВ Комплекс,,,13.8,16.56,60,2025-10-01,,16.56,,Предприятие ПРОФ,Минимальный,57.29,52.64,48.4,44.4,40.8,37.51,33.74,30.35,27.36,24.92,,,,,,,,,,,,,,,,,,,,,,,,,,Предприятие ПРОФ,Минимальный,47.74,43.87,40.33,37.0,34.0,31.26,28.12,25.29,22.8,20.77,
Комплекс коммерческий Главный Бухгалтер ПРОФ (1 пользователь),Эксперт,1.0,406.4,487.68,800,2025-10-01,,487.68,,,Оптимальный,333.71,277.85,216.92,188.2,162.55,143.74,126.66,113.08,102.67,95.65,,,,,,,,,,,,,,,,,,,,,,,,,,,Оптимальный,278.09,231.54,180.77,156.83,135.46,119.78,105.55,94.23,85.56,79.71,
Комплекс коммерческий Предприятие (1 пользователь),Эксперт,1.0,518.19,621.83,800,2025-10-01,,621.83,,,Эксперт,709.33,592.19,463.32,402.88,348.76,309.24,273.24,244.43,222.56,207.94,,,,,,,,,,,,,,,,,,,,,,,,,,,Эксперт,591.11,493.49,386.1,335.73,290.63,257.7,227.7,203.69,185.47,173.28,
Комплекс коммерческий Предприятие (1 пользователь),Оптимальный,1.0,203.12,243.74,400,2025-10-01,,243.74,,Предприятие (1 пользователь),Минимальный,101.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Предприятие (1 пользователь),Минимальный,84.77,,,,,,,,,,
Комплекс коммерческий Предприятие (1 пользователь),Минимальный,1.0,84.77,101.72,60,2025-10-01,,101.72,,,Оптимальный,243.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Оптимальный,203.12,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ (1 пользователь),Эксперт,1.0,955.87,1147.04,800,2025-10-01,,1147.04,,,Эксперт,621.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Эксперт,518.19,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ (1 пользователь),Оптимальный,1.0,365.61,438.73,400,2025-10-01,,438.73,,Предприятие ПРОФ (1 пользователь),Минимальный,182.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Предприятие ПРОФ (1 пользователь),Минимальный,152.45,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ (1 пользователь),Минимальный,1.0,152.45,182.94,60,2025-10-01,,182.94,,,Оптимальный,438.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Оптимальный,365.61,,,,,,,,,,
Комплекс коммерческий VIP Предприятие (1 пользователь),Эксперт,1.0,1942.01,2330.41,800,2025-10-01,,2330.41,,,Эксперт,1147.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Эксперт,955.87,,,,,,,,,,
Комплекс коммерческий VIP Предприятие (1 пользователь),Оптимальный,1.0,750.07,900.08,400,2025-10-01,,900.08,,Главный Бухгалтер ПРОФ (1 пользователь),Эксперт,487.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Главный Бухгалтер ПРОФ (1 пользователь),Эксперт,406.4,,,,,,,,,,
Комплекс коммерческий VIP Предприятие (1 пользователь),Минимальный,1.0,324.07,388.88,60,2025-10-01,,388.88,,VIP Предприятие (1 пользователь),Минимальный,388.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VIP Предприятие (1 пользователь),Минимальный,324.07,,,,,,,,,,
Доппакет ОВ Комплекс,,,13.39,16.07,60,2025-10-01,,16.07,,,Оптимальный,900.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Оптимальный,750.07,,,,,,,,,,
"Пакет Программ Главный Бухгалтер, Podpis (1 пользователь, ЛД)",Эксперт,1.0,197.11,236.53,600,2025-10-01,,236.53,,,Эксперт,2330.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Эксперт,1942.01,,,,,,,,,,
"Пакет Программ Главный Бухгалтер, Podpis (1 пользователь, ЛД)",Оптимальный Плюс,1.0,92.06,110.47,300/600,2025-10-01,,110.47,,Доппакет НМВ,(пусто),,,,,,,,,,,16.56,,,,,,,,,,,,,,,,,,,,,,,,,Доппакет НМВ,(пусто),,,,,,,,,,,13.8
"Пакет Программ Главный Бухгалтер, Podpis (1 пользователь, ЛД)",Оптимальный,1.0,79.17,95.0,300,2025-10-01,,95.0,,Доппакет НОВ,(пусто),,,,,,,,,,,16.07,,,,,,,,,,,,,,,,,,,,,,,,,Доппакет НОВ,(пусто),,,,,,,,,,,13.39
